1 727.5, 249.5, 34.0, 38.0
1 1010.5, 262.5, 31.0, 69.0
1 832.5, 271.5, 37.0, 70.0
1 914.5, 270.5, 33.0, 71.0
1 949.5, 278.5, 26.0, 65.0
1 975.5, 296.5, 38.0, 61.0
1 891.5, 299.5, 21.0, 30.0
1 1042.5, 304.5, 31.0, 60.0
1 726.5, 323.5, 32.0, 49.0
1 757.5, 331.5, 36.0, 62.0
1 1064.5, 331.5, 38.0, 69.0
1 806.5, 336.5, 31.0, 69.0
1 641.5, 343.5, 53.0, 36.0
1 787.5, 342.5, 22.0, 53.0
1 902.5, 345.5, 29.0, 65.0
1 888.5, 370.5, 25.0, 52.0
1 948.5, 346.5, 39.0, 58.0
1 1022.5, 347.5, 33.0, 62.0
1 1085.5, 351.5, 37.0, 59.0
1 999.5, 354.5, 23.0, 57.81
1 855.5, 359.5, 29.0, 45.0
1 935.5, 362.5, 22.0, 44.0
1 706.5, 365.5, 40.0, 44.0
1 674.5, 372.5, 36.0, 25.0
1 1048.5, 381.5, 30.0, 40.0
1 599.5, 387.5, 35.0, 44.0
1 770.5, 393.5, 32.0, 57.0
1 617.5, 396.5, 48.0, 52.0
1 748.5, 396.5, 24.0, 54.0
1 845.5, 396.5, 43.0, 49.0
1 689.5, 401.5, 27.0, 50.0
1 657.5, 403.5, 30.0, 66.0
1 633.5, 435.5, 25.0, 44.0
1 980.5, 403.5, 53.0, 32.0
1 945.5, 406.5, 35.0, 72.0
1 1033.5, 422.5, 22.0, 44.0
1 804.5, 425.5, 34.0, 47.0
1 783.5, 471.5, 52.0, 27.0
1 861.5, 426.5, 49.0, 46.0
1 548.5, 428.5, 32.0, 59.0
1 563.0, 484.5, 25.5, 51.0
1 594.5, 434.5, 35.0, 47.0
1 911.5, 435.5, 33.0, 53.0
1 1001.5, 435.5, 37.0, 55.0
1 1106.5, 435.5, 27.0, 56.0
1 673.5, 438.5, 24.0, 51.0
1 696.5, 439.5, 37.0, 51.0
1 958.5, 440.5, 34.0, 51.0
1 450.5, 442.5, 64.0, 33.0
1 581.5, 447.5, 20.0, 41.0
1 586.5, 473.5, 31.0, 46.0
1 834.5, 447.5, 33.0, 59.0
1 1054.5, 447.5, 40.0, 46.0
1 718.5, 448.5, 37.0, 41.0
1 755.5, 450.5, 47.0, 30.0
1 991.5, 450.5, 35.0, 55.0
1 1121.5, 455.5, 39.0, 44.0
1 476.5, 457.5, 61.0, 38.0
1 871.5, 464.5, 28.0, 64.0
1 1066.5, 468.5, 38.0, 40.0
1 537.5, 472.5, 24.0, 57.0
1 651.5, 474.5, 23.0, 61.0
1 613.5, 477.5, 32.0, 57.0
1 712.5, 477.5, 62.0, 33.0
1 675.5, 503.5, 38.0, 59.0
1 1158.5, 478.5, 33.0, 41.0
1 498.5, 482.5, 39.0, 35.0
1 424.5, 486.5, 34.0, 41.0
1 922.5, 487.5, 31.0, 22.0
1 894.5, 490.5, 45.0, 32.0
1 1038.5, 487.5, 23.0, 51.0
1 670.5, 488.5, 29.0, 45.0
1 1140.5, 488.5, 35.0, 56.0
1 1131.5, 515.5, 30.0, 51.0
1 969.5, 492.5, 26.0, 61.0
1 1063.5, 493.5, 45.0, 50.0
1 1250.5, 495.5, 33.0, 60.0
1 758.5, 496.5, 28.0, 55.0
1 776.5, 499.5, 40.0, 58.0
1 632.5, 500.5, 18.0, 41.0
1 794.5, 500.5, 45.0, 59.0
1 944.5, 501.5, 25.0, 58.0
