1 0.55, 0.00, 0.03, 0.03
1 0.55, 0.01, 0.04, 0.02
1 0.43, 0.01, 0.02, 0.02
1 0.45, 0.01, 0.02, 0.02
1 0.38, 0.02, 0.03, 0.02
1 0.46, 0.02, 0.04, 0.01
1 0.41, 0.02, 0.03, 0.03
1 0.42, 0.03, 0.02, 0.03
1 0.63, 0.02, 0.03, 0.02
1 0.65, 0.02, 0.02, 0.03
1 0.48, 0.03, 0.05, 0.02
1 0.49, 0.03, 0.04, 0.02
1 0.49, 0.05, 0.02, 0.03
1 0.35, 0.03, 0.02, 0.02
1 0.36, 0.04, 0.02, 0.01
1 0.36, 0.05, 0.03, 0.02
1 0.52, 0.03, 0.03, 0.02
1 0.55, 0.03, 0.03, 0.02
1 0.30, 0.03, 0.03, 0.02
1 0.44, 0.03, 0.04, 0.02
1 0.33, 0.03, 0.03, 0.02
1 0.59, 0.03, 0.04, 0.03
1 0.37, 0.04, 0.04, 0.01
1 0.53, 0.04, 0.02, 0.03
1 0.22, 0.04, 0.02, 0.02
1 0.24, 0.04, 0.02, 0.02
1 0.62, 0.04, 0.04, 0.02
1 0.56, 0.04, 0.05, 0.02
1 0.29, 0.04, 0.02, 0.03
1 0.45, 0.04, 0.02, 0.03
1 0.47, 0.04, 0.02, 0.02
1 0.50, 0.05, 0.02, 0.02
1 0.21, 0.05, 0.03, 0.02
1 0.55, 0.05, 0.05, 0.02
1 0.54, 0.06, 0.05, 0.01
1 0.56, 0.07, 0.04, 0.01
1 0.27, 0.05, 0.03, 0.02
1 0.38, 0.05, 0.05, 0.01
1 0.31, 0.05, 0.03, 0.03
1 0.40, 0.06, 0.04, 0.02
1 0.34, 0.06, 0.04, 0.02
1 0.31, 0.08, 0.06, 0.02
1 0.20, 0.06, 0.03, 0.02
1 0.22, 0.08, 0.04, 0.02
1 0.20, 0.10, 0.05, 0.02
1 0.46, 0.06, 0.03, 0.02
1 0.52, 0.07, 0.03, 0.02
1 0.54, 0.07, 0.03, 0.03
1 0.29, 0.07, 0.03, 0.03
1 0.16, 0.07, 0.04, 0.01
1 0.25, 0.07, 0.04, 0.02
1 0.50, 0.07, 0.02, 0.02
1 0.59, 0.07, 0.04, 0.02
1 0.57, 0.08, 0.03, 0.03
1 0.38, 0.07, 0.06, 0.02
1 0.23, 0.07, 0.03, 0.03
1 0.60, 0.08, 0.05, 0.02
1 0.49, 0.08, 0.03, 0.02
1 0.62, 0.08, 0.05, 0.02
1 0.26, 0.08, 0.04, 0.02
1 0.26, 0.10, 0.03, 0.02
1 0.40, 0.08, 0.05, 0.02
1 0.17, 0.08, 0.05, 0.01
1 0.38, 0.08, 0.03, 0.03
1 0.64, 0.09, 0.05, 0.02
1 0.47, 0.09, 0.03, 0.03
1 0.47, 0.10, 0.05, 0.01
1 0.44, 0.09, 0.04, 0.02
1 0.32, 0.09, 0.05, 0.01
1 0.52, 0.09, 0.05, 0.02
