1 1.04, 0.00, 0.02, 0.01
1 1.05, 0.00, 0.03, 0.02
1 1.08, -0.00, 0.03, 0.02
1 1.09, 0.00, 0.03, 0.03
1 1.12, -0.00, 0.02, 0.03
1 1.17, 0.00, 0.03, 0.02
1 1.14, 0.00, 0.02, 0.04
1 1.16, 0.00, 0.02, 0.03
1 1.10, 0.01, 0.03, 0.03
1 1.06, 0.03, 0.05, 0.02
1 1.03, 0.02, 0.06, 0.02
1 1.28, 0.02, 0.05, 0.02
1 1.46, 0.03, 0.04, 0.02
1 1.20, 0.03, 0.04, 0.03
1 1.23, 0.03, 0.03, 0.03
1 1.26, 0.04, 0.04, 0.03
1 1.48, 0.04, 0.01, 0.03
1 1.46, 0.05, 0.04, 0.02
1 1.37, 0.04, 0.04, 0.04
1 1.31, 0.04, 0.02, 0.04
1 0.04, 0.04, 0.04, 0.02
1 1.34, 0.05, 0.03, 0.03
1 1.43, 0.06, 0.05, 0.03
1 1.38, 0.07, 0.03, 0.03
1 1.43, 0.08, 0.03, 0.03
1 0.58, 0.08, 0.02, 0.03
1 0.60, 0.08, 0.03, 0.04
1 0.41, 0.08, 0.04, 0.03
1 0.39, 0.08, 0.03, 0.04
1 0.72, 0.08, 0.03, 0.03
1 0.75, 0.08, 0.03, 0.02
1 0.78, 0.09, 0.06, 0.02
1 0.77, 0.10, 0.04, 0.03
1 0.16, 0.11, 0.03, 0.03
1 0.11, 0.14, 0.06, 0.02
1 0.13, 0.14, 0.05, 0.02
1 0.09, 0.15, 0.05, 0.02
1 0.50, 0.09, 0.03, 0.02
1 0.93, 0.09, 0.02, 0.03
1 0.64, 0.09, 0.03, 0.03
1 0.85, 0.09, 0.04, 0.03
1 0.43, 0.09, 0.04, 0.02
1 1.32, 0.09, 0.04, 0.03
1 0.29, 0.09, 0.03, 0.03
1 0.47, 0.09, 0.03, 0.03
1 0.53, 0.10, 0.05, 0.02
1 0.22, 0.10, 0.03, 0.03
1 0.22, 0.13, 0.03, 0.03
1 0.91, 0.10, 0.02, 0.02
1 1.12, 0.10, 0.03, 0.03
1 1.22, 0.10, 0.02, 0.02
1 0.14, 0.10, 0.02, 0.02
1 0.76, 0.10, 0.03, 0.02
1 0.29, 0.11, 0.04, 0.03
1 0.31, 0.13, 0.04, 0.03
1 0.61, 0.13, 0.04, 0.02
1 0.03, 0.10, 0.03, 0.03
1 1.25, 0.10, 0.04, 0.03
1 0.07, 0.11, 0.02, 0.03
1 0.10, 0.11, 0.03, 0.03
1 0.12, 0.11, 0.03, 0.03
1 0.34, 0.11, 0.03, 0.03
1 0.51, 0.11, 0.02, 0.03
1 0.52, 0.12, 0.06, 0.02
1 0.51, 0.13, 0.05, 0.02
1 0.49, 0.14, 0.03, 0.03
1 0.86, 0.11, 0.03, 0.04
1 0.36, 0.11, 0.03, 0.03
1 1.09, 0.11, 0.03, 0.03
1 1.16, 0.11, 0.03, 0.03
1 1.15, 0.12, 0.03, 0.04
1 0.55, 0.11, 0.05, 0.01
1 0.00, 0.11, 0.03, 0.03
1 0.65, 0.11, 0.02, 0.04
1 1.41, 0.11, 0.04, 0.03
1 -0.00, 0.11, 0.01, 0.02
1 0.96, 0.11, 0.02, 0.03
1 1.44, 0.11, 0.02, 0.03
1 0.45, 0.11, 0.03, 0.02
1 0.43, 0.11, 0.03, 0.02
1 0.48, 0.11, 0.03, 0.03
1 0.74, 0.11, 0.03, 0.04
1 0.76, 0.13, 0.03, 0.03
1 0.75, 0.16, 0.06, 0.02
1 1.28, 0.11, 0.03, 0.03
1 0.78, 0.11, 0.03, 0.04
1 0.82, 0.11, 0.03, 0.03
1 1.37, 0.11, 0.02, 0.02
1 0.99, 0.11, 0.02, 0.03
1 1.22, 0.12, 0.03, 0.03
1 1.30, 0.12, 0.03, 0.03
1 0.40, 0.12, 0.02, 0.03
1 0.41, 0.12, 0.02, 0.03
1 0.43, 0.13, 0.04, 0.03
1 0.34, 0.14, 0.03, 0.04
1 0.39, 0.15, 0.05, 0.01
1 0.43, 0.15, 0.03, 0.03
1 0.46, 0.15, 0.03, 0.03
1 0.36, 0.16, 0.06, 0.02
1 0.35, 0.17, 0.05, 0.02
1 0.45, 0.18, 0.04, 0.04
1 0.36, 0.18, 0.03, 0.04
1 0.34, 0.18, 0.03, 0.03
1 1.33, 0.12, 0.02, 0.03
1 0.87, 0.12, 0.03, 0.04
1 1.01, 0.12, 0.02, 0.04
1 0.72, 0.12, 0.03, 0.04
1 0.94, 0.12, 0.03, 0.03
1 1.47, 0.12, 0.03, 0.03
1 0.26, 0.12, 0.03, 0.03
1 0.20, 0.15, 0.04, 0.02
1 0.23, 0.16, 0.03, 0.03
1 0.13, 0.12, 0.04, 0.02
1 0.10, 0.14, 0.04, 0.01
1 0.07, 0.12, 0.03, 0.03
1 0.07, 0.14, 0.04, 0.03
1 0.04, 0.15, 0.04, 0.02
1 1.11, 0.12, 0.03, 0.03
1 0.68, 0.12, 0.02, 0.04
1 0.67, 0.14, 0.02, 0.03
1 0.64, 0.15, 0.03, 0.03
1 0.65, 0.16, 0.04, 0.03
1 0.88, 0.12, 0.05, 0.03
1 1.35, 0.13, 0.03, 0.04
1 1.35, 0.15, 0.04, 0.03
1 0.71, 0.13, 0.03, 0.03
1 0.70, 0.13, 0.02, 0.03
1 1.20, 0.13, 0.02, 0.03
1 1.03, 0.13, 0.03, 0.04
1 0.37, 0.13, 0.02, 0.03
1 0.58, 0.13, 0.03, 0.02
1 0.45, 0.13, 0.04, 0.02
1 1.08, 0.14, 0.03, 0.04
1 1.08, 0.16, 0.04, 0.02
1 1.17, 0.14, 0.03, 0.03
1 1.40, 0.14, 0.03, 0.04
1 0.00, 0.15, 0.02, 0.01
1 0.04, 0.17, 0.04, 0.02
1 0.53, 0.14, 0.05, 0.01
1 1.25, 0.14, 0.04, 0.03
1 1.04, 0.14, 0.04, 0.03
1 1.05, 0.15, 0.03, 0.04
1 0.95, 0.14, 0.03, 0.03
1 0.78, 0.14, 0.03, 0.03
1 0.83, 0.14, 0.03, 0.03
1 0.81, 0.14, 0.02, 0.03
1 0.93, 0.14, 0.03, 0.03
1 0.57, 0.14, 0.02, 0.03
1 0.55, 0.17, 0.04, 0.03
1 0.53, 0.17, 0.02, 0.03
1 0.56, 0.18, 0.04, 0.03
1 1.00, 0.14, 0.03, 0.04
1 0.97, 0.16, 0.04, 0.03
1 1.02, 0.17, 0.04, 0.04
1 0.16, 0.14, 0.05, 0.02
1 0.28, 0.14, 0.03, 0.03
1 0.27, 0.14, 0.02, 0.03
1 1.31, 0.14, 0.04, 0.03
1 1.29, 0.14, 0.05, 0.02
1 0.49, 0.14, 0.05, 0.03
1 1.22, 0.14, 0.05, 0.03
1 0.52, 0.15, 0.05, 0.02
1 1.48, 0.15, 0.02, 0.02
1 1.12, 0.15, 0.03, 0.03
1 0.88, 0.15, 0.03, 0.03
1 0.69, 0.15, 0.02, 0.03
1 0.62, 0.15, 0.02, 0.03
1 0.60, 0.15, 0.02, 0.03
1 0.52, 0.15, 0.05, 0.02
1 0.59, 0.15, 0.02, 0.03
1 1.46, 0.15, 0.03, 0.03
1 1.45, 0.17, 0.04, 0.03
1 1.48, 0.20, 0.02, 0.02
1 0.85, 0.16, 0.02, 0.04
1 0.96, 0.17, 0.02, 0.03
1 0.93, 0.18, 0.03, 0.04
1 0.87, 0.18, 0.02, 0.04
1 0.90, 0.19, 0.03, 0.04
1 0.88, 0.20, 0.03, 0.04
1 1.21, 0.16, 0.04, 0.03
1 1.21, 0.17, 0.03, 0.03
1 0.00, 0.16, 0.03, 0.01
1 0.31, 0.16, 0.04, 0.03
1 0.13, 0.16, 0.05, 0.02
1 1.34, 0.16, 0.04, 0.03
1 0.90, 0.16, 0.04, 0.03
1 0.87, 0.16, 0.03, 0.03
1 0.89, 0.17, 0.03, 0.04
1 1.17, 0.16, 0.04, 0.04
1 0.08, 0.16, 0.05, 0.02
1 1.15, 0.16, 0.03, 0.04
1 0.27, 0.16, 0.04, 0.03
1 0.29, 0.17, 0.04, 0.04
1 0.30, 0.18, 0.03, 0.04
1 0.40, 0.16, 0.03, 0.03
1 0.41, 0.17, 0.03, 0.04
1 0.43, 0.19, 0.02, 0.04
1 1.29, 0.16, 0.03, 0.03
1 0.16, 0.17, 0.02, 0.03
1 0.17, 0.17, 0.02, 0.03
1 0.14, 0.18, 0.03, 0.02
1 0.21, 0.17, 0.03, 0.03
1 0.22, 0.17, 0.02, 0.03
1 1.49, 0.17, 0.01, 0.03
1 0.00, 0.17, 0.03, 0.02
1 0.51, 0.17, 0.03, 0.03
1 0.80, 0.17, 0.06, 0.02
1 0.76, 0.17, 0.05, 0.02
1 0.79, 0.18, 0.03, 0.03
1 0.76, 0.18, 0.04, 0.02
1 0.79, 0.20, 0.04, 0.03
1 0.81, 0.21, 0.03, 0.03
1 0.03, 0.17, 0.03, 0.03
1 1.18, 0.17, 0.03, 0.03
1 1.26, 0.17, 0.05, 0.03
1 0.07, 0.17, 0.05, 0.01
1 0.69, 0.17, 0.02, 0.03
1 0.67, 0.17, 0.02, 0.03
1 0.66, 0.18, 0.02, 0.03
1 1.35, 0.18, 0.05, 0.02
1 1.39, 0.18, 0.03, 0.03
1 1.35, 0.18, 0.05, 0.02
1 1.34, 0.20, 0.02, 0.02
1 1.39, 0.22, 0.02, 0.03
1 1.35, 0.22, 0.04, 0.03
1 0.26, 0.18, 0.02, 0.03
1 0.10, 0.19, 0.04, 0.03
1 0.16, 0.21, 0.03, 0.03
1 0.15, 0.22, 0.02, 0.03
1 -0.00, 0.18, 0.02, 0.04
1 0.59, 0.18, 0.05, 0.02
1 1.08, 0.18, 0.05, 0.01
1 1.07, 0.19, 0.05, 0.02
1 0.84, 0.18, 0.03, 0.03
1 0.85, 0.20, 0.02, 0.02
1 0.48, 0.18, 0.03, 0.04
1 0.97, 0.18, 0.05, 0.02
1 0.32, 0.18, 0.02, 0.03
1 1.12, 0.18, 0.03, 0.03
1 1.13, 0.20, 0.04, 0.02
1 1.13, 0.22, 0.04, 0.01
1 0.39, 0.18, 0.03, 0.03
1 0.08, 0.18, 0.04, 0.03
1 0.01, 0.19, 0.02, 0.03
1 0.06, 0.19, 0.01, 0.02
1 0.07, 0.19, 0.03, 0.03
1 0.75, 0.19, 0.03, 0.02
1 0.74, 0.20, 0.03, 0.03
1 1.40, 0.19, 0.05, 0.03
1 1.40, 0.20, 0.05, 0.03
1 0.63, 0.19, 0.03, 0.03
1 0.28, 0.19, 0.02, 0.03
1 0.58, 0.19, 0.05, 0.01
1 0.99, 0.19, 0.03, 0.03
1 1.00, 0.19, 0.04, 0.03
1 1.32, 0.20, 0.03, 0.03
1 1.31, 0.22, 0.05, 0.03
1 0.78, 0.20, 0.02, 0.03
1 0.59, 0.20, 0.03, 0.03
1 0.61, 0.20, 0.03, 0.03
1 0.63, 0.22, 0.04, 0.03
1 1.15, 0.20, 0.05, 0.02
1 1.09, 0.20, 0.03, 0.03
1 1.20, 0.20, 0.05, 0.02
1 1.02, 0.20, 0.05, 0.02
1 1.45, 0.20, 0.04, 0.03
1 0.48, 0.20, 0.05, 0.03
1 1.26, 0.20, 0.04, 0.03
1 0.66, 0.21, 0.02, 0.03
1 0.68, 0.21, 0.02, 0.04
1 0.25, 0.21, 0.02, 0.03
1 0.41, 0.21, 0.02, 0.04
1 0.43, 0.21, 0.05, 0.03
1 0.19, 0.20, 0.03, 0.04
1 0.20, 0.22, 0.02, 0.03
1 0.39, 0.21, 0.03, 0.04
1 0.17, 0.21, 0.03, 0.01
1 1.19, 0.21, 0.03, 0.03
1 1.05, 0.21, 0.03, 0.04
1 0.02, 0.21, 0.03, 0.03
1 0.05, 0.24, 0.02, 0.02
1 0.04, 0.24, 0.02, 0.03
1 0.03, 0.26, 0.04, 0.04
1 0.02, 0.27, 0.04, 0.03
1 1.22, 0.21, 0.05, 0.02
1 1.22, 0.23, 0.04, 0.01
1 0.73, 0.21, 0.03, 0.03
1 1.41, 0.21, 0.04, 0.04
1 1.42, 0.23, 0.04, 0.02
1 0.55, 0.22, 0.04, 0.03
1 0.55, 0.23, 0.03, 0.03
1 0.72, 0.22, 0.03, 0.03
1 1.48, 0.22, 0.02, 0.03
1 1.02, 0.22, 0.04, 0.03
1 1.00, 0.23, 0.03, 0.03
1 1.01, 0.24, 0.03, 0.03
1 0.34, 0.22, 0.05, 0.02
1 1.10, 0.22, 0.03, 0.04
1 1.08, 0.22, 0.03, 0.04
1 1.17, 0.22, 0.04, 0.03
1 1.13, 0.22, 0.04, 0.03
1 1.29, 0.22, 0.03, 0.03
1 1.28, 0.22, 0.03, 0.04
1 1.42, 0.25, 0.02, 0.03
1 1.40, 0.26, 0.04, 0.04
1 1.42, 0.26, 0.03, 0.03
1 0.89, 0.27, 0.03, 0.03
1 0.00, 0.22, 0.02, 0.01
1 0.47, 0.22, 0.05, 0.02
1 0.77, 0.22, 0.03, 0.03
1 0.80, 0.23, 0.04, 0.03
1 0.83, 0.24, 0.02, 0.02
1 0.87, 0.22, 0.03, 0.03
1 0.11, 0.23, 0.02, 0.03
1 0.32, 0.23, 0.02, 0.04
1 0.21, 0.23, 0.03, 0.04
1 0.24, 0.23, 0.03, 0.03
1 0.22, 0.23, 0.03, 0.04
1 0.25, 0.25, 0.02, 0.02
1 0.25, 0.26, 0.03, 0.04
1 0.23, 0.26, 0.02, 0.03
1 0.22, 0.28, 0.04, 0.03
1 0.51, 0.23, 0.03, 0.02
1 0.49, 0.24, 0.04, 0.02
1 0.86, 0.23, 0.03, 0.04
1 0.13, 0.23, 0.03, 0.03
1 0.27, 0.23, 0.02, 0.03
1 0.70, 0.23, 0.02, 0.03
1 0.46, 0.23, 0.03, 0.03
1 0.44, 0.24, 0.04, 0.04
1 0.46, 0.24, 0.02, 0.03
1 0.07, 0.23, 0.05, 0.02
1 0.07, 0.24, 0.04, 0.04
1 0.07, 0.24, 0.03, 0.03
1 0.08, 0.26, 0.03, 0.02
1 -0.00, 0.23, 0.02, 0.02
1 0.30, 0.23, 0.03, 0.03
1 0.65, 0.23, 0.02, 0.03
