1 1647.5, 1189.5, 125.0, 102.0
1 3920.5, 1189.5, 136.0, 63.0
1 4040.5, 1190.5, 68.0, 122.0
1 3464.5, 1249.5, 80.0, 72.0
1 3515.5, 1324.5, 73.0, 80.0
1 3046.5, 1327.5, 82.0, 100.0
1 3438.5, 1331.5, 72.0, 101.0
1 356.5, 1407.5, 92.0, 78.0
1 3042.5, 1526.0, 164.0, 110.5
1 375.5, 1555.5, 97.0, 209.0
1 1298.5, 1557.5, 121.0, 179.0
1 1269.5, 1652.5, 154.0, 134.0
1 542.5, 1577.5, 87.0, 151.0
1 558.5, 1673.5, 163.5, 78.0
1 476.5, 1702.5, 111.0, 234.0
1 553.5, 1731.5, 210.0, 107.0
1 756.5, 1589.5, 103.0, 236.0
1 832.5, 1719.5, 178.0, 156.0
1 4828.5, 1740.5, 130.0, 190.0
1 1823.5, 1596.5, 152.0, 242.0
1 621.5, 1610.5, 139.0, 146.0
1 2995.5, 1628.5, 184.0, 93.0
1 434.5, 1636.5, 102.0, 188.0
1 5043.5, 1644.5, 141.0, 249.0
1 5131.5, 1674.5, 145.0, 192.0
1 5145.5, 1801.5, 191.0, 160.0
1 5214.5, 1905.5, 168.0, 67.0
1 3056.5, 1648.5, 177.0, 184.0
1 1118.5, 1654.5, 147.0, 148.0
1 1454.5, 1654.5, 119.0, 219.0
1 1531.5, 1787.5, 126.0, 172.0
1 4406.98, 1661.5, 151.52, 159.26
1 2625.5, 1845.5, 105.0, 237.0
1 5285.5, 1666.5, 186.0, 196.0
1 1703.5, 1683.5, 132.0, 222.0
1 4099.5, 1688.5, 127.0, 192.0
1 2704.5, 1688.5, 106.0, 183.0
1 1011.5, 1738.5, 265.0, 190.0
1 1635.5, 1699.5, 103.0, 215.0
1 1263.5, 1695.5, 122.0, 211.0
1 -0.5, 1704.5, 88.0, 182.0
1 111.5, 1722.5, 99.0, 216.0
1 2394.0, 1723.5, 201.5, 106.0
1 4949.5, 1741.5, 123.0, 225.0
