1 508.5, 1075.5, 76.0, 116.0
1 807.0, 1099.5, 76.5, 89.0
1 5378.5, 1197.5, 89.0, 107.0
1 1523.5, 1206.5, 62.0, 112.0
1 2544.5, 1233.5, 80.0, 141.0
1 1578.5, 1236.5, 81.0, 82.0
1 3635.5, 1293.51, 109.0, 119.99
1 5270.5, 1315.5, 62.0, 164.0
1 4188.5, 1321.5, 73.0, 142.0
1 4901.5, 1396.5, 94.0, 111.0
1 363.5, 1547.5, 100.0, 190.0
1 221.5, 1597.5, 126.0, 240.0
1 928.5, 1606.5, 129.0, 190.0
1 1008.5, 1781.5, 105.0, 198.0
1 634.5, 1618.5, 174.0, 129.0
1 517.5, 1649.5, 129.0, 122.0
1 31.5, 1654.5, 197.0, 102.0
1 124.5, 1724.5, 143.0, 181.0
1 502.5, 1700.5, 132.0, 181.0
1 -0.5, 1716.5, 51.0, 179.0
1 440.5, 1750.5, 98.0, 119.0
1 616.5, 1748.5, 75.0, 232.0
1 679.5, 1788.5, 93.0, 244.0
1 42.5, 1754.5, 102.0, 219.0
1 1200.5, 1759.5, 172.0, 223.0
1 830.5, 1771.5, 134.0, 215.0
1 906.5, 1793.5, 115.0, 260.0
1 805.5, 1987.5, 162.0, 125.0
1 1284.5, 1808.5, 164.0, 163.0
1 310.5, 1814.5, 145.0, 177.0
1 1104.5, 1815.5, 129.0, 218.0
1 758.5, 1821.5, 86.0, 190.0
1 1459.0, 1818.5, 136.5, 200.0
1 1545.0, 2009.5, 164.5, 148.0
1 1895.5, 1844.5, 135.0, 199.0
1 4599.5, 1851.5, 96.0, 187.0
1 405.5, 1847.5, 99.0, 198.0
1 1.0, 1851.5, 30.5, 103.0
1 497.5, 1865.5, 123.0, 205.0
1 163.5, 1894.5, 104.0, 205.0
1 92.5, 1904.5, 87.0, 225.0
1 1675.5, 1910.5, 212.0, 114.0
1 10.5, 1932.5, 88.0, 207.0
1 1958.5, 1939.5, 142.0, 133.0
1 1243.5, 1957.5, 228.0, 113.0
1 2390.5, 1987.5, 221.0, 115.0
1 1118.5, 1985.5, 134.0, 189.0
1 638.5, 2018.5, 118.0, 229.0
1 1931.5, 2035.5, 141.0, 134.0
1 414.5, 2020.5, 147.0, 213.0
1 712.5, 2053.5, 146.0, 212.0
1 2196.5, 2070.5, 155.0, 186.0
1 1222.5, 2076.5, 92.0, 158.0
1 1988.5, 2090.5, 148.0, 209.0
1 829.5, 2097.5, 194.0, 134.0
1 4795.5, 2116.5, 77.0, 235.0
1 4865.5, 2131.5, 92.0, 216.0
1 1296.5, 2125.5, 145.0, 227.0
1 1260.5, 2137.5, 94.0, 157.0
1 4719.5, 2141.5, 87.0, 201.0
1 4394.5, 2144.5, 149.0, 197.0
1 1121.5, 2156.5, 93.0, 209.0
1 1333.5, 2205.5, 212.0, 181.0
1 4633.5, 2159.5, 90.0, 237.0
1 4525.5, 2206.5, 118.0, 229.0
1 1591.5, 2225.5, 118.0, 192.0
1 2338.5, 2303.5, 189.0, 100.0
1 1427.5, 2509.5, 114.0, 209.0
1 1318.5, 2573.5, 130.0, 197.0
1 2474.5, 2764.5, 98.0, 205.0
1 190.5, 1992.01, 197.0, 205.5
1 1304.25, 2028.75, 204.0, 90.5
1 1191.75, 2135.01, 95.5, 239.5
1 4369.0, 2199.51, 89.0, 243.5
1 4474.5, 2070.0, 149.25, 156.75
1 4812.99, 1274.01, 147.0, 83.0
1 209.26, 1112.26, 121.99, 150.5
1 396.75, 908.25, 168.0, 132.5
1 1828.0, 885.75, 81.0, 151.5
1 1842.5, 1026.63, 125.0, 55.5
1 1900.49, 1556.01, 107.0, 266.5
1 4513.48, 768.01, 89.0, 81.0
1 4082.24, 799.5, 169.5, 105.5
1 3808.24, 1010.5, 216.0, 66.01
1 4255.75, 2123.51, 137.5, 220.5
1 4139.5, 2077.13, 290.5, 144.0
