1 1.20, 0.08, 0.03, 0.02
1 1.22, 0.09, 0.05, 0.02
1 1.03, 0.10, 0.04, 0.02
1 1.26, 0.10, 0.03, 0.03
1 1.31, 0.11, 0.02, 0.02
1 1.06, 0.11, 0.03, 0.03
1 1.14, 0.12, 0.04, 0.04
1 1.20, 0.12, 0.04, 0.02
1 1.10, 0.12, 0.03, 0.02
1 1.19, 0.12, 0.05, 0.04
1 1.13, 0.12, 0.02, 0.02
1 0.87, 0.13, 0.05, 0.02
1 1.29, 0.13, 0.02, 0.02
1 1.00, 0.14, 0.03, 0.03
1 1.26, 0.14, 0.03, 0.02
1 1.03, 0.14, 0.04, 0.04
1 0.67, 0.15, 0.04, 0.02
1 0.90, 0.15, 0.03, 0.04
1 1.12, 0.16, 0.03, 0.04
1 0.76, 0.16, 0.03, 0.04
1 1.16, 0.16, 0.03, 0.04
1 1.31, 0.16, 0.03, 0.03
1 1.28, 0.17, 0.04, 0.05
1 0.60, 0.17, 0.03, 0.02
1 0.74, 0.17, 0.03, 0.03
1 0.61, 0.17, 0.03, 0.03
1 1.02, 0.17, 0.03, 0.04
1 0.58, 0.17, 0.02, 0.02
1 1.18, 0.17, 0.04, 0.04
1 1.06, 0.17, 0.03, 0.05
1 1.25, 0.18, 0.04, 0.03
1 0.90, 0.17, 0.04, 0.04
1 0.64, 0.18, 0.03, 0.04
1 1.22, 0.18, 0.04, 0.05
1 0.88, 0.19, 0.03, 0.04
1 1.10, 0.19, 0.05, 0.04
1 1.04, 0.20, 0.02, 0.03
1 0.74, 0.20, 0.03, 0.05
1 0.84, 0.21, 0.04, 0.02
1 1.25, 0.21, 0.03, 0.04
1 0.90, 0.21, 0.06, 0.02
1 1.01, 0.21, 0.04, 0.05
1 0.98, 0.21, 0.03, 0.05
1 0.71, 0.21, 0.03, 0.03
1 1.18, 0.21, 0.07, 0.04
1 0.64, 0.22, 0.03, 0.04
1 0.89, 0.22, 0.04, 0.04
1 0.60, 0.22, 0.04, 0.03
1 0.92, 0.22, 0.05, 0.02
1 0.58, 0.22, 0.04, 0.03
