1 3390.5, 474.5, 57.0, 78.0
1 2670.5, 1231.5, 68.0, 56.0
1 822.5, 1354.5, 79.0, 126.25
1 630.5, 1389.5, 106.0, 85.0
1 49.5, 1456.5, 88.0, 146.0
1 4475.5, 1462.5, 64.0, 75.0
1 4729.5, 1593.5, 75.0, 176.0
1 4534.5, 1598.5, 97.0, 226.0
1 4943.5, 1601.5, 106.0, 245.0
1 5034.5, 1729.5, 221.0, 149.0
1 -0.5, 1609.5, 34.0, 75.0
1 37.5, 1610.5, 84.0, 68.0
1 4804.5, 1638.5, 158.0, 139.0
1 227.5, 1642.5, 88.0, 110.0
1 4628.5, 1679.5, 73.0, 198.0
1 5173.5, 1687.5, 258.0, 195.0
1 5256.5, 1826.5, 153.0, 92.0
1 4774.5, 1703.5, 157.5, 71.0
1 4789.5, 1761.5, 190.0, 105.0
1 5326.5, 1723.5, 145.0, 102.0
1 2215.5, 1729.5, 112.0, 209.0
1 1529.5, 1731.5, 81.0, 225.0
1 1753.5, 1733.5, 111.0, 216.0
1 1906.5, 1737.5, 110.0, 201.0
1 1890.5, 1906.5, 78.0, 132.0
1 4685.5, 1739.5, 102.0, 271.0
1 3401.5, 1766.5, 104.5, 158.0
1 2615.5, 1769.5, 121.0, 200.0
1 3145.5, 1781.5, 119.0, 226.0
1 3242.5, 1977.5, 94.0, 167.0
1 4119.5, 1788.5, 125.0, 207.0
1 768.5, 1799.5, 103.0, 163.0
1 4402.5, 1802.5, 225.0, 107.0
1 1592.5, 1809.5, 96.0, 214.0
1 1824.5, 1808.5, 81.0, 206.0
1 4268.5, 1808.5, 134.0, 209.0
1 2102.5, 1820.5, 169.0, 282.0
1 610.5, 1831.5, 137.0, 202.0
1 3526.5, 1827.5, 124.0, 230.0
1 2278.5, 1829.5, 111.0, 203.0
1 5047.0, 1834.5, 197.5, 207.0
1 1445.5, 1830.5, 53.0, 128.0
1 1432.5, 1834.5, 187.0, 331.0
1 179.5, 1836.5, 99.0, 198.0
1 231.5, 1956.5, 105.0, 155.0
1 1299.5, 1859.5, 64.0, 171.0
