1 1.06, 0.10, 0.03, 0.03
1 0.90, 0.10, 0.04, 0.02
1 0.92, 0.10, 0.05, 0.02
1 1.19, 0.10, 0.03, 0.03
1 0.96, 0.11, 0.03, 0.03
1 0.88, 0.13, 0.05, 0.01
1 0.91, 0.13, 0.06, 0.01
1 0.87, 0.13, 0.04, 0.02
1 1.23, 0.11, 0.03, 0.02
1 1.00, 0.12, 0.02, 0.03
1 0.96, 0.13, 0.03, 0.02
1 0.98, 0.13, 0.02, 0.03
1 0.99, 0.14, 0.03, 0.03
1 0.89, 0.14, 0.05, 0.02
1 0.94, 0.14, 0.04, 0.01
1 0.90, 0.15, 0.06, 0.01
1 0.94, 0.15, 0.05, 0.02
1 0.98, 0.16, 0.02, 0.03
1 0.99, 0.16, 0.03, 0.03
1 0.91, 0.16, 0.05, 0.02
1 0.99, 0.18, 0.03, 0.03
1 1.07, 0.12, 0.04, 0.02
1 0.93, 0.12, 0.04, 0.01
1 0.90, 0.12, 0.05, 0.01
1 1.05, 0.12, 0.03, 0.04
1 1.25, 0.13, 0.03, 0.04
1 1.28, 0.14, 0.04, 0.03
1 1.25, 0.15, 0.04, 0.03
1 0.81, 0.12, 0.04, 0.02
1 0.85, 0.12, 0.03, 0.03
1 0.82, 0.14, 0.04, 0.03
1 0.84, 0.15, 0.05, 0.02
1 0.84, 0.16, 0.05, 0.01
1 1.42, 0.12, 0.03, 0.03
1 1.45, 0.13, 0.03, 0.03
1 1.41, 0.16, 0.04, 0.03
1 1.49, 0.17, 0.01, 0.04
1 1.47, 0.17, 0.03, 0.02
1 1.44, 0.19, 0.03, 0.03
1 1.42, 0.19, 0.05, 0.03
1 1.40, 0.19, 0.04, 0.03
1 1.42, 0.20, 0.04, 0.03
1 1.48, 0.20, 0.02, 0.02
1 1.02, 0.12, 0.02, 0.03
1 1.08, 0.13, 0.04, 0.02
1 1.18, 0.13, 0.02, 0.03
1 1.07, 0.15, 0.04, 0.03
1 1.11, 0.15, 0.04, 0.03
1 1.16, 0.13, 0.03, 0.03
1 1.47, 0.13, 0.03, 0.03
1 1.46, 0.15, 0.04, 0.03
1 1.36, 0.13, 0.03, 0.02
1 1.35, 0.14, 0.02, 0.02
1 1.33, 0.14, 0.02, 0.03
1 1.36, 0.15, 0.03, 0.03
1 1.04, 0.13, 0.02, 0.03
1 1.02, 0.16, 0.04, 0.02
1 1.23, 0.13, 0.02, 0.03
1 1.21, 0.13, 0.03, 0.03
1 1.29, 0.15, 0.02, 0.04
1 1.31, 0.17, 0.03, 0.03
1 1.33, 0.19, 0.03, 0.03
1 1.09, 0.14, 0.03, 0.03
1 0.78, 0.14, 0.03, 0.03
1 1.39, 0.14, 0.04, 0.02
1 1.14, 0.14, 0.04, 0.03
1 1.17, 0.17, 0.05, 0.02
1 1.19, 0.15, 0.03, 0.03
1 1.39, 0.15, 0.04, 0.03
1 1.38, 0.15, 0.03, 0.03
1 1.06, 0.16, 0.05, 0.02
1 1.02, 0.17, 0.06, 0.02
1 1.07, 0.18, 0.06, 0.02
1 1.15, 0.16, 0.02, 0.04
1 1.34, 0.16, 0.02, 0.03
1 1.23, 0.17, 0.04, 0.03
