1 5019.5, 1065.5, 69.0, 76.0
1 4920.5, 1090.5, 132.0, 67.0
1 4417.5, 1134.5, 74.0, 66.0
1 2568.5, 1205.5, 103.0, 92.0
1 4461.5, 1209.5, 81.0, 64.0
1 4383.5, 1214.5, 73.0, 97.0
1 3988.5, 1245.5, 70.0, 80.0
1 2959.5, 1230.5, 90.0, 53.0
1 181.5, 1340.5, 99.0, 97.0
1 3886.5, 1420.5, 118.0, 254.0
1 4008.5, 1421.5, 160.0, 126.0
1 3965.5, 1532.5, 181.0, 100.0
1 5423.5, 1477.5, 48.0, 132.0
1 5082.5, 1519.5, 145.12, 186.0
1 1293.5, 1536.5, 90.0, 103.0
1 4041.5, 1546.5, 161.0, 193.0
1 4089.5, 1661.5, 144.0, 78.0
1 5230.12, 1569.5, 208.38, 89.0
1 2241.5, 1594.5, 133.0, 174.0
1 2222.5, 1693.5, 159.0, 124.0
1 4964.5, 1619.5, 190.0, 214.0
1 3673.5, 1623.5, 111.0, 164.0
1 5278.5, 1628.5, 193.0, 130.0
1 5440.5, 1634.5, 30.0, 62.0
1 1494.5, 1650.5, 83.0, 171.0
1 1709.5, 1661.5, 97.0, 240.0
1 1791.5, 1788.5, 184.0, 149.0
1 1323.5, 1669.5, 88.0, 196.0
1 2417.5, 1677.5, 116.0, 218.0
1 2498.5, 1806.5, 135.0, 167.0
1 4129.5, 1686.5, 192.0, 161.0
1 1570.5, 1694.5, 142.0, 142.0
1 2665.5, 1695.5, 143.0, 210.0
1 2070.5, 1703.5, 159.0, 144.0
1 4812.5, 1702.5, 213.0, 111.0
1 4961.5, 1750.5, 134.0, 165.0
1 2597.5, 1710.5, 121.0, 216.0
1 4330.5, 1717.5, 110.0, 248.0
1 4429.5, 1747.5, 75.0, 259.0
1 3086.5, 1724.5, 186.0, 113.0
1 1394.5, 1735.5, 89.0, 193.0
1 2217.5, 1734.5, 141.0, 205.0
1 1925.5, 1750.5, 229.0, 197.0
1 2066.5, 1789.5, 188.0, 162.0
1 5364.5, 1763.5, 106.5, 192.0
1 5192.87, 1765.5, 96.63, 203.0
1 4488.0, 1802.5, 124.5, 124.0
1 4589.5, 1867.5, 105.0, 239.76
1 5284.5, 1780.5, 96.0, 197.0
1 1440.5, 1796.5, 108.0, 242.0
1 202.5, 1799.5, 147.0, 156.0
1 3287.5, 1798.5, 153.0, 206.0
1 -0.5, 1806.5, 83.0, 225.0
1 52.5, 2000.5, 81.0, 166.0
1 3251.5, 1867.5, 76.0, 168.0
1 106.5, 1981.5, 147.0, 241.0
1 4855.5, 1829.5, 150.0, 198.0
1 4735.5, 1816.5, 172.0, 160.0
1 4730.0, 1847.5, 169.5, 199.0
1 900.5, 1838.5, 134.0, 197.0
1 3095.5, 1833.5, 157.0, 122.0
1 3876.5, 1849.5, 122.0, 211.0
1 1184.5, 1852.5, 203.0, 107.0
1 347.5, 1860.5, 100.0, 227.0
1 254.5, 1917.5, 110.0, 186.0
1 293.5, 2092.0, 119.0, 198.5
1 3832.5, 1863.5, 116.0, 280.0
1 3768.5, 1873.5, 83.0, 212.0
1 3717.5, 1971.5, 132.0, 209.0
1 3047.5, 1865.5, 105.0, 215.0
1 3982.5, 1872.5, 101.0, 228.0
1 4042.5, 1891.5, 103.0, 132.0
1 4119.5, 1872.5, 77.0, 200.0
1 2955.5, 1880.5, 128.0, 249.0
1 4503.5, 1878.5, 85.0, 207.0
1 1981.5, 1885.5, 148.0, 94.0
1 1800.5, 1886.5, 166.0, 216.0
1 613.5, 1889.5, 124.0, 245.0
1 462.5, 1915.5, 138.0, 237.0
1 1941.5, 1928.5, 145.0, 177.0
1 3438.5, 1931.5, 101.0, 229.0
1 5376.5, 1935.5, 95.0, 230.0
1 2357.5, 1939.5, 124.0, 231.0
1 5005.5, 1938.5, 90.0, 231.0
1 542.5, 1944.5, 95.0, 185.0
1 3537.5, 1945.5, 111.0, 189.0
1 4249.5, 1978.5, 242.5, 130.0
1 4303.5, 2069.5, 135.0, 268.0
1 1198.5, 2021.5, 110.0, 223.0
1 4904.5, 2006.5, 121.0, 201.0
1 3202.5, 2014.5, 75.0, 172.0
1 3278.5, 2015.5, 85.0, 202.0
1 404.5, 2022.5, 119.0, 249.0
1 4066.5, 2150.5, 121.0, 192.0
1 4801.5, 2034.5, 147.0, 171.0
1 4728.5, 2044.5, 157.0, 196.0
1 -0.5, 2054.5, 91.0, 181.0
1 3354.5, 2057.5, 119.0, 185.0
1 709.5, 2022.88, 135.0, 271.62
1 903.5, 2063.5, 110.0, 205.0
1 4455.75, 2080.5, 135.75, 228.13
1 990.5, 2093.5, 125.5, 180.0
1 4199.5, 2112.5, 117.0, 210.0
1 3930.5, 2139.5, 105.0, 212.0
1 0.0, 2189.5, 35.5, 87.0
1 3220.5, 2193.5, 141.0, 202.0
1 864.5, 2215.5, 96.0, 242.0
1 3300.5, 2221.5, 195.0, 141.0
1 1070.5, 2224.5, 170.0, 187.0
1 -0.5, 2242.5, 72.0, 200.0
1 3067.5, 2248.5, 169.0, 143.0
1 163.5, 2254.5, 147.0, 188.0
1 31.5, 2262.5, 132.0, 253.0
1 140.5, 2337.5, 122.0, 236.0
1 5248.0, 1681.5, 125.5, 101.01
1 5140.25, 1968.51, 131.75, 231.0
1 5043.13, 1918.0, 116.74, 196.5
1 4563.5, 2104.63, 121.5, 199.25
1 3352.75, 1672.75, 219.5, 127.51
1 3558.75, 1603.25, 148.5, 189.51
1 3617.75, 1782.0, 115.25, 230.25
1 4271.12, 1764.88, 143.25, 227.5
1 4462.87, 1652.63, 102.75, 150.0
1 4624.62, 1762.38, 130.0, 282.87
1 2760.5, 2089.75, 126.25, 186.25
1 2783.37, 1583.13, 145.5, 263.5
1 1031.51, 1829.75, 136.99, 225.0
1 56.26, 1860.75, 136.5, 123.5
1 140.13, 1806.38, 104.25, 247.12
1 1633.5, 1907.75, 189.0, 147.0
1 1516.25, 1758.88, 178.25, 111.25
1 1531.38, 1803.88, 197.49, 117.25
1 5316.96, 936.0, 104.0, 93.0
1 2849.37, 1985.75, 129.75, 196.75
1 2892.84, 2059.22, 95.47, 186.06
