1 0.10, 0.04, 0.04, 0.02
1 0.12, 0.05, 0.04, 0.03
1 0.15, 0.06, 0.03, 0.04
1 0.17, 0.06, 0.03, 0.04
1 0.24, 0.06, 0.04, 0.03
1 0.13, 0.06, 0.04, 0.03
1 0.74, 0.06, 0.03, 0.03
1 0.20, 0.06, 0.02, 0.03
1 0.22, 0.06, 0.03, 0.04
1 0.23, 0.07, 0.03, 0.03
1 0.55, 0.08, 0.05, 0.03
1 0.77, 0.08, 0.06, 0.02
1 0.70, 0.08, 0.02, 0.03
1 0.18, 0.08, 0.03, 0.04
1 0.68, 0.08, 0.03, 0.04
1 0.73, 0.08, 0.03, 0.02
1 0.60, 0.08, 0.03, 0.02
1 0.61, 0.09, 0.03, 0.03
1 0.36, 0.08, 0.06, 0.02
1 0.58, 0.09, 0.03, 0.04
1 0.54, 0.11, 0.05, 0.02
1 0.63, 0.09, 0.03, 0.04
1 0.81, 0.09, 0.05, 0.02
1 0.11, 0.09, 0.06, 0.02
1 0.73, 0.09, 0.04, 0.03
1 0.75, 0.09, 0.06, 0.02
1 0.77, 0.10, 0.03, 0.04
1 0.65, 0.09, 0.02, 0.04
1 0.13, 0.09, 0.06, 0.02
1 0.27, 0.09, 0.04, 0.03
1 0.31, 0.10, 0.03, 0.03
1 0.67, 0.10, 0.02, 0.04
1 0.70, 0.11, 0.04, 0.03
1 0.68, 0.11, 0.04, 0.03
1 0.45, 0.10, 0.04, 0.03
1 0.82, 0.10, 0.05, 0.02
1 0.39, 0.10, 0.03, 0.04
1 0.34, 0.10, 0.04, 0.03
1 0.79, 0.11, 0.03, 0.03
1 0.74, 0.11, 0.03, 0.04
1 0.75, 0.13, 0.05, 0.04
1 0.80, 0.11, 0.03, 0.04
1 0.80, 0.14, 0.03, 0.04
1 0.61, 0.11, 0.02, 0.04
1 0.42, 0.11, 0.04, 0.03
1 0.83, 0.12, 0.05, 0.02
1 0.72, 0.12, 0.02, 0.03
1 0.51, 0.12, 0.05, 0.03
1 0.61, 0.13, 0.05, 0.04
1 0.69, 0.13, 0.04, 0.03
1 0.67, 0.15, 0.05, 0.03
1 0.63, 0.13, 0.06, 0.03
1 0.66, 0.14, 0.04, 0.03
1 0.50, 0.13, 0.04, 0.04
1 0.46, 0.14, 0.04, 0.03
1 0.82, 0.14, 0.04, 0.02
1 0.98, 0.14, 0.03, 0.04
1 1.00, 0.15, 0.02, 0.03
1 0.41, 0.15, 0.03, 0.04
1 0.71, 0.15, 0.04, 0.03
1 0.85, 0.15, 0.06, 0.03
1 0.82, 0.16, 0.06, 0.02
1 0.75, 0.16, 0.04, 0.03
1 0.28, 0.17, 0.03, 0.02
1 0.64, 0.17, 0.05, 0.03
1 0.19, 0.17, 0.03, 0.03
1 -0.00, 0.17, 0.02, 0.03
1 0.33, 0.17, 0.03, 0.03
1 0.48, 0.17, 0.03, 0.03
1 0.51, 0.17, 0.03, 0.04
1 0.45, 0.18, 0.03, 0.03
1 0.35, 0.18, 0.03, 0.04
1 0.55, 0.18, 0.04, 0.04
1 0.23, 0.18, 0.03, 0.04
1 0.22, 0.19, 0.03, 0.04
1 0.37, 0.18, 0.03, 0.03
1 0.40, 0.18, 0.02, 0.03
1 0.16, 0.18, 0.03, 0.03
1 0.29, 0.18, 0.03, 0.03
1 0.65, 0.19, 0.04, 0.04
1 0.42, 0.19, 0.03, 0.04
1 0.42, 0.22, 0.04, 0.03
1 0.03, 0.19, 0.03, 0.03
1 0.59, 0.19, 0.04, 0.03
1 0.57, 0.19, 0.04, 0.01
1 0.05, 0.19, 0.03, 0.04
1 0.18, 0.20, 0.04, 0.04
1 0.72, 0.20, 0.03, 0.04
1 0.08, 0.20, 0.03, 0.04
1 0.00, 0.20, 0.02, 0.03
1 0.01, 0.22, 0.03, 0.03
1 0.48, 0.20, 0.03, 0.04
1 0.27, 0.20, 0.03, 0.03
1 0.63, 0.20, 0.02, 0.03
1 1.06, 0.20, 0.05, 0.03
1 0.56, 0.21, 0.04, 0.03
1 1.12, 0.21, 0.03, 0.04
1 0.33, 0.21, 0.04, 0.04
1 0.23, 0.21, 0.03, 0.03
1 0.49, 0.21, 0.04, 0.04
1 0.45, 0.22, 0.05, 0.03
1 0.95, 0.21, 0.04, 0.04
1 0.99, 0.22, 0.04, 0.03
1 0.39, 0.21, 0.04, 0.03
1 0.70, 0.21, 0.02, 0.03
1 1.20, 0.21, 0.05, 0.03
1 1.28, 0.21, 0.04, 0.04
1 0.36, 0.21, 0.05, 0.02
1 0.81, 0.21, 0.03, 0.04
1 0.75, 0.21, 0.03, 0.03
1 0.61, 0.21, 0.03, 0.04
1 0.15, 0.21, 0.03, 0.04
1 0.88, 0.22, 0.03, 0.04
1 0.29, 0.22, 0.05, 0.04
1 1.14, 0.22, 0.05, 0.04
1 0.11, 0.23, 0.03, 0.05
1 0.52, 0.22, 0.04, 0.05
1 0.67, 0.22, 0.04, 0.04
1 0.78, 0.22, 0.03, 0.04
1 0.75, 0.22, 0.04, 0.03
1 0.72, 0.24, 0.03, 0.03
1 0.73, 0.25, 0.06, 0.03
1 0.85, 0.22, 0.03, 0.04
1 0.83, 0.23, 0.03, 0.04
1 0.80, 0.25, 0.03, 0.04
1 0.84, 0.27, 0.03, 0.04
1 0.81, 0.27, 0.04, 0.03
1 1.09, 0.22, 0.04, 0.04
1 1.06, 0.23, 0.03, 0.04
1 0.06, 0.22, 0.03, 0.04
1 0.07, 0.25, 0.04, 0.04
1 1.03, 0.22, 0.03, 0.04
1 -0.00, 0.22, 0.01, 0.03
1 0.56, 0.23, 0.03, 0.03
1 0.19, 0.23, 0.03, 0.04
1 0.59, 0.23, 0.03, 0.04
