1 1.17, -0.00, 0.04, 0.01
1 1.27, 0.00, 0.03, 0.03
1 1.40, -0.00, 0.07, 0.01
1 1.45, -0.00, 0.04, 0.02
1 1.47, 0.01, 0.03, 0.03
1 1.39, 0.01, 0.02, 0.03
1 0.98, 0.01, 0.03, 0.04
1 1.12, 0.01, 0.03, 0.03
1 1.18, 0.01, 0.06, 0.03
1 1.06, 0.01, 0.03, 0.04
1 1.41, 0.01, 0.02, 0.03
1 1.09, 0.01, 0.04, 0.02
1 1.03, 0.01, 0.03, 0.04
1 1.01, 0.02, 0.03, 0.03
1 0.86, 0.02, 0.05, 0.03
1 1.43, 0.02, 0.06, 0.03
1 1.38, 0.03, 0.07, 0.02
1 1.47, 0.05, 0.03, 0.04
1 1.44, 0.06, 0.04, 0.03
1 1.48, 0.09, 0.02, 0.03
1 1.29, 0.02, 0.03, 0.03
1 0.94, 0.04, 0.05, 0.04
1 1.09, 0.03, 0.04, 0.04
1 1.30, 0.03, 0.04, 0.03
1 1.12, 0.04, 0.03, 0.03
1 1.34, 0.04, 0.06, 0.03
1 1.40, 0.05, 0.04, 0.02
1 1.41, 0.06, 0.04, 0.03
1 1.40, 0.09, 0.03, 0.03
1 1.42, 0.09, 0.04, 0.02
1 0.89, 0.04, 0.05, 0.03
1 1.24, 0.04, 0.03, 0.04
1 0.80, 0.04, 0.05, 0.03
1 0.79, 0.06, 0.04, 0.03
1 1.15, 0.04, 0.04, 0.04
1 1.07, 0.05, 0.04, 0.04
1 0.84, 0.05, 0.05, 0.03
1 1.20, 0.05, 0.04, 0.04
1 1.28, 0.05, 0.04, 0.04
1 1.31, 0.08, 0.06, 0.02
1 1.35, 0.05, 0.04, 0.03
1 1.02, 0.05, 0.03, 0.04
1 0.98, 0.05, 0.04, 0.04
1 1.22, 0.06, 0.04, 0.04
1 0.84, 0.06, 0.02, 0.03
1 1.10, 0.07, 0.06, 0.01
1 0.75, 0.07, 0.06, 0.03
1 0.77, 0.07, 0.05, 0.02
1 1.05, 0.07, 0.03, 0.03
1 1.37, 0.08, 0.06, 0.03
1 1.10, 0.08, 0.07, 0.02
1 0.92, 0.09, 0.06, 0.02
1 0.91, 0.10, 0.04, 0.04
1 0.97, 0.08, 0.07, 0.02
1 1.46, 0.09, 0.04, 0.02
