1 0.6130299707602339, 0.2956414473684211, 0.04358552631578947, 0.025127923976608187
1 0.6214364035087719, 0.3164747807017544, 0.02823464912280702, 0.038559941520467836
1 0.5439510233918129, 0.3208607456140351, 0.027138157894736843, 0.025219298245614034
1 0.9268092105263158, 0.37595942982456143, 0.054276315789473686, 0.01882309941520468
1 0.9439875730994152, 0.3803453947368421, 0.05180921052631579, 0.021198830409356724
1 0.8080226608187134, 0.37870065789473684, 0.05317982456140351, 0.028143274853801168
1 0.4434393274853801, 0.38171600877192985, 0.04523026315789474, 0.016264619883040937
1 0.3946454678362573, 0.38363486842105265, 0.05043859649122807, 0.017178362573099414
1 0.7851790935672515, 0.38390899122807015, 0.0581140350877193, 0.024671052631578948
1 0.45842470760233917, 0.3866502192982456, 0.046600877192982455, 0.021929824561403508
1 0.4938779239766082, 0.3902138157894737, 0.05400219298245614, 0.01516812865497076
1 0.47944078947368424, 0.3932291666666667, 0.0537280701754386, 0.023574561403508772
1 0.6523209064327485, 0.39377741228070173, 0.05407072368421053, 0.021290204678362575
1 0.6733369883040936, 0.4028234649122807, 0.052083333333333336, 0.019371345029239765
1 0.6795504385964912, 0.4565515350877193, 0.04906798245614035, 0.023026315789473683
1 0.6535544590643275, 0.4688870614035088, 0.043242872807017545, 0.04148391812865497
1 0.6643823099415205, 0.4897203947368421, 0.04084429824561404, 0.027046783625730993
1 0.6324013157894737, 0.39542214912280704, 0.04139254385964912, 0.03193530701754386
1 0.41328581871345027, 0.39734100877192985, 0.06030701754385965, 0.02010233918128655
1 0.4083516081871345, 0.44257127192982454, 0.05455043859649123, 0.018137792397660817
1 0.707328216374269, 0.39734100877192985, 0.0537280701754386, 0.01918859649122807
1 0.8718019005847953, 0.39761513157894735, 0.036458333333333336, 0.021564327485380116
1 0.7239583333333334, 0.3998081140350877, 0.0512609649122807, 0.01663011695906433
1 0.8206323099415205, 0.40008223684210525, 0.03837719298245614, 0.02850877192982456
1 0.43302266081871343, 0.4003563596491228, 0.057291666666666664, 0.01516812865497076
1 0.6896016081871345, 0.4022752192982456, 0.047149122807017545, 0.020650584795321638
1 0.8500548245614035, 0.40200109649122806, 0.04523026315789474, 0.02266081871345029
1 0.9746893274853801, 0.40446820175438597, 0.04906798245614035, 0.01918859649122807
1 0.6163194444444444, 0.4058388157894737, 0.0400219298245614, 0.014619883040935672
1 0.8950109649122807, 0.4074835526315789, 0.029605263157894735, 0.03837719298245614
1 0.9076206140350878, 0.42859100877192985, 0.021929824561403508, 0.035818713450292396
1 0.3728983918128655, 0.40803179824561403, 0.04632675438596491, 0.02284356725146199
1 0.5417580409356725, 0.41132127192982454, 0.06085526315789474, 0.017178362573099414
1 0.7466191520467836, 0.4121436403508772, 0.051535087719298246, 0.01663011695906433
1 0.5682565789473685, 0.41488486842105265, 0.05098684210526316, 0.012609649122807017
1 0.3421966374269006, 0.41707785087719296, 0.0581140350877193, 0.022478070175438597
1 0.5874451754385965, 0.41707785087719296, 0.05317982456140351, 0.018457602339181287
1 0.6037097953216374, 0.42009320175438597, 0.05235745614035088, 0.01864035087719298
1 0.5965826023391813, 0.44558662280701755, 0.04742324561403509, 0.046600877192982455
1 0.5189144736842105, 0.42091557017543857, 0.05688048245614035, 0.0222953216374269
1 0.7605080409356725, 0.42091557017543857, 0.05345394736842105, 0.017909356725146198
1 0.7760416666666666, 0.4222861842105263, 0.046052631578947366, 0.026498538011695907
1 0.767452485380117, 0.4527138157894737, 0.042214912280701754, 0.022478070175438597
1 0.7855445906432749, 0.4603892543859649, 0.05071271929824561, 0.019919590643274854
1 0.7577668128654971, 0.4850603070175439, 0.043859649122807015, 0.01864035087719298
1 0.8016264619883041, 0.49629934210526316, 0.021655701754385966, 0.034173976608187134
1 0.7829861111111112, 0.5111019736842105, 0.024671052631578948, 0.03983918128654971
1 0.8177083333333334, 0.5182291666666666, 0.05071271929824561, 0.017726608187134504
1 0.8273940058479532, 0.5283717105263158, 0.0581140350877193, 0.018457602339181287
1 0.886421783625731, 0.46175986842105265, 0.030153508771929825, 0.03490497076023392
1 0.8723501461988304, 0.47190241228070173, 0.057839912280701754, 0.017909356725146198
1 0.8738121345029239, 0.48999451754385964, 0.05400219298245614, 0.031615497076023395
1 0.45805921052631576, 0.4258497807017544, 0.04194078947368421, 0.015899122807017545
1 0.49625365497076024, 0.42557565789473684, 0.04413377192982456, 0.02887426900584795
1 0.5488852339181286, 0.4263980263157895, 0.061677631578947366, 0.019005847953216373
1 0.5543676900584795, 0.4532620614035088, 0.04194078947368421, 0.020833333333333332
1 0.4434393274853801, 0.42886513157894735, 0.052083333333333336, 0.016264619883040937
1 0.6335434941520468, 0.4302357456140351, 0.046875, 0.02206688596491228
1 0.6006030701754386, 0.4708059210526316, 0.03262061403508772, 0.03673245614035088
